loss
6.2588863
5.933131
5.617791
5.311833
5.0145626
4.725087
4.4422975
4.165083
3.8925698
3.624273
3.3601198
3.100421
2.8458304
2.5973144
2.3561192
2.1237366
1.9018624
1.6923431
1.4971112
1.3181039
1.1571662
1.0159411
0.8957437
0.79742545
0.7212375
0.666704
0.63252527
0.61653817
0.61576235
0.6265562
0.64488685
0.6666839
0.6882138
0.70640457
0.71905935
0.72493625
0.72370046
0.7157825
0.7021819
0.6842543
0.6635113
0.6414498
0.619422
0.5985466
0.57966024
0.5633039
0.5497356
0.53896475
0.5307977
0.5248904
0.5208024
0.5180452
0.516128
0.5145934
0.5130441
0.5111613
0.5087157
0.5055679
0.50166523
0.49703065
0.4917499
0.4859542
0.47980294
0.47346607
0.4671086
0.46087646
0.4548871
0.44922268
0.44392776
0.43901092
0.43444932
0.43019596
0.42618835
0.42235768
0.4186371
0.41496903
0.4113098
0.40763298
0.40392867
0.40020302
0.3964748
0.39277107
0.38912377
0.3855651
0.38212475
0.37882736
0.375691
0.37272704
0.36994034
0.36732984
0.36489022
0.362613
0.36048785
0.3585039
0.35665035
0.3549177
0.35329783
0.3517844
0.35037288
0.34906048
0.3478455
0.34672692
0.34570393
0.3447751
0.34393772
0.34318763
0.34251893
0.3419239
0.3413935
0.34091786
0.34048676
0.3400904
0.33971995
0.33936763
0.33902702
0.33869326
0.3383627
0.33803245
0.33770072
0.33736598
0.33702716
0.33668354
0.33633447
0.33597946
0.3356182
0.33525062
0.3348765
0.33449605
0.33410928
0.33371657
0.33331835
0.33291513
0.33250743
0.33209595
0.3316814
0.33126447
0.3308457
0.33042562
0.3300046
0.32958278
0.32916024
0.32873684
0.32831246
0.3278867
0.32745942
0.32703027
0.326599
0.32616538
0.3257291
0.32529002
0.32484794
0.32440257
0.32395387
0.32350147
0.32304543
0.32258537
0.32212123
0.32165286
0.32118016
0.3207029
0.32022104
0.31973445
0.31924316
0.31874695
0.31824592
0.31774005
0.31722918
0.31671345
0.31619266
0.31566697
0.31513622
0.3146004
0.31405953
0.31351352
0.3129623
0.31240588
0.31184423
0.31127733
0.31070507
0.3101274
0.30954444
0.3089559
0.30836204
0.3077626
0.30715767
0.3065471
0.30593106
0.3053093
0.30468187
0.30404878
0.30340996
0.3027655
0.30211526
0.3014594
0.30079767
0.30013028
0.2994571
0.29877827
0.29809368
0.2974035
0.29670754
0.29600593
0.2952987
0.29458597
0.2938676
0.29314363
0.29241425
0.2916794
0.29093918
0.29019365
0.28944278
0.28868672
0.28792548
0.28715917
0.2863879
0.2856116
0.28483048
0.28404462
0.28325412
0.28245896
0.28165942
0.2808555
0.2800473
0.279235
0.27841872
0.27759862
0.2767747
0.27594715
0.2751162
0.27428195
0.27344444
0.272604
0.27176067
0.27091464
0.27006608
0.26921514
0.26836205
0.26750696
0.26664993
0.26579133
